Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-kudi,branch-kc99,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Context,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: colour_blindness,Store: particpant_age
8,1770557474778,08/02/2026 13:31:14,1770557474778,0,08/02/2026 13:31:14,249847,7,questionnaire-524p,,52493983,BLINDED,15080697,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,19,,,,Age,1,object-2,No,19
9,1770557474778,08/02/2026 13:31:14,1770557474778,0,08/02/2026 13:31:14,249847,7,questionnaire-524p,,52493983,BLINDED,15080697,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
10,1770557474778,08/02/2026 13:31:14,1770557474778,0,08/02/2026 13:31:14,249847,7,questionnaire-524p,,52493983,BLINDED,15080697,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
11,1770557474778,08/02/2026 13:31:14,1770557474778,0,08/02/2026 13:31:14,249847,7,questionnaire-524p,,52493983,BLINDED,15080697,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,19
12,1770557474778,08/02/2026 13:31:14,1770557474778,0,08/02/2026 13:31:14,249847,7,questionnaire-524p,,52493983,BLINDED,15080697,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,19
13,1770557474778,08/02/2026 13:31:14,1770557474778,0,08/02/2026 13:31:14,249847,7,questionnaire-524p,,52493983,BLINDED,15080697,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,8031,,,,,,
1,1770558615217,08/02/2026 13:50:15,1770558615217,0,08/02/2026 13:50:15,249847,7,questionnaire-524p,,52494236,BLINDED,15080768,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770558628464,08/02/2026 13:50:28,1770558628464,0,08/02/2026 13:50:28,249847,7,questionnaire-524p,,52494236,BLINDED,15080768,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,19,,,,Age,1,object-2,No,19
9,1770558628464,08/02/2026 13:50:28,1770558628464,0,08/02/2026 13:50:28,249847,7,questionnaire-524p,,52494236,BLINDED,15080768,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
10,1770558628464,08/02/2026 13:50:28,1770558628464,0,08/02/2026 13:50:28,249847,7,questionnaire-524p,,52494236,BLINDED,15080768,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
11,1770558628464,08/02/2026 13:50:28,1770558628464,0,08/02/2026 13:50:28,249847,7,questionnaire-524p,,52494236,BLINDED,15080768,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,19
12,1770558628464,08/02/2026 13:50:28,1770558628464,0,08/02/2026 13:50:28,249847,7,questionnaire-524p,,52494236,BLINDED,15080768,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,19
13,1770558628464,08/02/2026 13:50:28,1770558628464,0,08/02/2026 13:50:28,249847,7,questionnaire-524p,,52494236,BLINDED,15080768,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.0.53,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,13201,,,,,,
1,1770560250354,08/02/2026 14:17:30,1770560250354,0,08/02/2026 14:17:30,249847,7,questionnaire-524p,,52494654,BLINDED,15080870,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x880,360x752,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770560257593,08/02/2026 14:17:37,1770560257593,0,08/02/2026 14:17:37,249847,7,questionnaire-524p,,52494654,BLINDED,15080870,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x880,360x752,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,22,,,,Age,1,object-2,No,22
9,1770560257593,08/02/2026 14:17:37,1770560257593,0,08/02/2026 14:17:37,249847,7,questionnaire-524p,,52494654,BLINDED,15080870,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x880,360x752,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,22
10,1770560257594,08/02/2026 14:17:37,1770560257594,0,08/02/2026 14:17:37,249847,7,questionnaire-524p,,52494654,BLINDED,15080870,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x880,360x752,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,22
11,1770560257594,08/02/2026 14:17:37,1770560257594,0,08/02/2026 14:17:37,249847,7,questionnaire-524p,,52494654,BLINDED,15080870,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x880,360x752,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,22
12,1770560257595,08/02/2026 14:17:37,1770560257595,0,08/02/2026 14:17:37,249847,7,questionnaire-524p,,52494654,BLINDED,15080870,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x880,360x752,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,22
13,1770560257596,08/02/2026 14:17:37,1770560257596,0,08/02/2026 14:17:37,249847,7,questionnaire-524p,,52494654,BLINDED,15080870,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x880,360x752,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,7207,,,,,,
1,1770564588645,08/02/2026 15:29:48,1770564588645,0,08/02/2026 15:29:48,249847,7,questionnaire-524p,,52496011,BLINDED,15081215,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,430x932,430x819,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770564599666,08/02/2026 15:29:59,1770564599666,0,08/02/2026 15:29:59,249847,7,questionnaire-524p,,52496011,BLINDED,15081215,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,430x932,430x819,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,20,,,,Age,1,object-2,No,20
9,1770564599666,08/02/2026 15:29:59,1770564599666,0,08/02/2026 15:29:59,249847,7,questionnaire-524p,,52496011,BLINDED,15081215,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,430x932,430x819,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
10,1770564599666,08/02/2026 15:29:59,1770564599666,0,08/02/2026 15:29:59,249847,7,questionnaire-524p,,52496011,BLINDED,15081215,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,430x932,430x819,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
11,1770564599666,08/02/2026 15:29:59,1770564599666,0,08/02/2026 15:29:59,249847,7,questionnaire-524p,,52496011,BLINDED,15081215,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,430x932,430x819,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,20
12,1770564599666,08/02/2026 15:29:59,1770564599666,0,08/02/2026 15:29:59,249847,7,questionnaire-524p,,52496011,BLINDED,15081215,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,430x932,430x819,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,20
13,1770564599666,08/02/2026 15:29:59,1770564599666,0,08/02/2026 15:29:59,249847,7,questionnaire-524p,,52496011,BLINDED,15081215,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.0.53,430x932,430x819,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,10989,,,,,,
1,1770627035407,09/02/2026 08:50:35,1770627035407,0,09/02/2026 08:50:35,249847,7,questionnaire-524p,,52510986,BLINDED,15085580,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770627044505,09/02/2026 08:50:44,1770627044505,0,09/02/2026 08:50:44,249847,7,questionnaire-524p,,52510986,BLINDED,15085580,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,19,,,,Age,1,object-2,No,19
9,1770627044505,09/02/2026 08:50:44,1770627044505,0,09/02/2026 08:50:44,249847,7,questionnaire-524p,,52510986,BLINDED,15085580,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
10,1770627044505,09/02/2026 08:50:44,1770627044505,0,09/02/2026 08:50:44,249847,7,questionnaire-524p,,52510986,BLINDED,15085580,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
11,1770627044505,09/02/2026 08:50:44,1770627044505,0,09/02/2026 08:50:44,249847,7,questionnaire-524p,,52510986,BLINDED,15085580,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,19
12,1770627044506,09/02/2026 08:50:44,1770627044506,0,09/02/2026 08:50:44,249847,7,questionnaire-524p,,52510986,BLINDED,15085580,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,19
13,1770627044506,09/02/2026 08:50:44,1770627044506,0,09/02/2026 08:50:44,249847,7,questionnaire-524p,,52510986,BLINDED,15085580,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,9066,,,,,,
1,1770667729171,09/02/2026 20:08:49,1770667729171,0,09/02/2026 20:08:49,249847,7,questionnaire-524p,,52548381,BLINDED,15095904,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,414x896,414x794,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770667738060,09/02/2026 20:08:58,1770667738060,0,09/02/2026 20:08:58,249847,7,questionnaire-524p,,52548381,BLINDED,15095904,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,414x896,414x794,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,19,,,,Age,1,object-2,No,19
9,1770667738060,09/02/2026 20:08:58,1770667738060,0,09/02/2026 20:08:58,249847,7,questionnaire-524p,,52548381,BLINDED,15095904,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,414x896,414x794,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
10,1770667738060,09/02/2026 20:08:58,1770667738060,0,09/02/2026 20:08:58,249847,7,questionnaire-524p,,52548381,BLINDED,15095904,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,414x896,414x794,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
11,1770667738060,09/02/2026 20:08:58,1770667738060,0,09/02/2026 20:08:58,249847,7,questionnaire-524p,,52548381,BLINDED,15095904,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,414x896,414x794,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,19
12,1770667738060,09/02/2026 20:08:58,1770667738060,0,09/02/2026 20:08:58,249847,7,questionnaire-524p,,52548381,BLINDED,15095904,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,414x896,414x794,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,19
13,1770667738061,09/02/2026 20:08:58,1770667738061,0,09/02/2026 20:08:58,249847,7,questionnaire-524p,,52548381,BLINDED,15095904,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,414x896,414x794,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,8852,,,,,,
1,1770801678681,11/02/2026 09:21:18,1770801678681,0,11/02/2026 09:21:18,249847,7,questionnaire-524p,,52608617,BLINDED,15113302,,complete,,,mobile,undefined K,Android 10,Chrome 145.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770801696188,11/02/2026 09:21:36,1770801696188,0,11/02/2026 09:21:36,249847,7,questionnaire-524p,,52608617,BLINDED,15113302,,complete,,,mobile,undefined K,Android 10,Chrome 145.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,18,,,,Age,1,object-2,No,18
9,1770801696188,11/02/2026 09:21:36,1770801696188,0,11/02/2026 09:21:36,249847,7,questionnaire-524p,,52608617,BLINDED,15113302,,complete,,,mobile,undefined K,Android 10,Chrome 145.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,18
10,1770801696189,11/02/2026 09:21:36,1770801696189,0,11/02/2026 09:21:36,249847,7,questionnaire-524p,,52608617,BLINDED,15113302,,complete,,,mobile,undefined K,Android 10,Chrome 145.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,18
11,1770801696189,11/02/2026 09:21:36,1770801696189,0,11/02/2026 09:21:36,249847,7,questionnaire-524p,,52608617,BLINDED,15113302,,complete,,,mobile,undefined K,Android 10,Chrome 145.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,18
12,1770801696189,11/02/2026 09:21:36,1770801696189,0,11/02/2026 09:21:36,249847,7,questionnaire-524p,,52608617,BLINDED,15113302,,complete,,,mobile,undefined K,Android 10,Chrome 145.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,18
13,1770801696189,11/02/2026 09:21:36,1770801696189,0,11/02/2026 09:21:36,249847,7,questionnaire-524p,,52608617,BLINDED,15113302,,complete,,,mobile,undefined K,Android 10,Chrome 145.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,17465,,,,,,
1,1770805196307,11/02/2026 10:19:56,1770805196307,0,11/02/2026 10:19:56,249847,7,questionnaire-524p,,52610200,BLINDED,15113839,,complete,,,mobile,undefined K,Android 10,Chrome 143.0.0.0,385x833,384x731,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770805208691,11/02/2026 10:20:08,1770805208691,0,11/02/2026 10:20:08,249847,7,questionnaire-524p,,52610200,BLINDED,15113839,,complete,,,mobile,undefined K,Android 10,Chrome 143.0.0.0,385x833,384x731,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,20,,,,Age,1,object-2,No,20
9,1770805208691,11/02/2026 10:20:08,1770805208691,0,11/02/2026 10:20:08,249847,7,questionnaire-524p,,52610200,BLINDED,15113839,,complete,,,mobile,undefined K,Android 10,Chrome 143.0.0.0,385x833,384x731,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
10,1770805208691,11/02/2026 10:20:08,1770805208691,0,11/02/2026 10:20:08,249847,7,questionnaire-524p,,52610200,BLINDED,15113839,,complete,,,mobile,undefined K,Android 10,Chrome 143.0.0.0,385x833,384x731,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
11,1770805208691,11/02/2026 10:20:08,1770805208691,0,11/02/2026 10:20:08,249847,7,questionnaire-524p,,52610200,BLINDED,15113839,,complete,,,mobile,undefined K,Android 10,Chrome 143.0.0.0,385x833,384x731,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,20
12,1770805208692,11/02/2026 10:20:08,1770805208692,0,11/02/2026 10:20:08,249847,7,questionnaire-524p,,52610200,BLINDED,15113839,,complete,,,mobile,undefined K,Android 10,Chrome 143.0.0.0,385x833,384x731,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,20
13,1770805208692,11/02/2026 10:20:08,1770805208692,0,11/02/2026 10:20:08,249847,7,questionnaire-524p,,52610200,BLINDED,15113839,,complete,,,mobile,undefined K,Android 10,Chrome 143.0.0.0,385x833,384x731,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,12361,,,,,,
1,1770808027584,11/02/2026 11:07:07,1770808027584,0,11/02/2026 11:07:07,249847,7,questionnaire-524p,,52611679,BLINDED,15114370,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x645,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770808038921,11/02/2026 11:07:18,1770808038921,0,11/02/2026 11:07:18,249847,7,questionnaire-524p,,52611679,BLINDED,15114370,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,20,,,,Age,1,object-2,No,20
9,1770808038921,11/02/2026 11:07:18,1770808038921,0,11/02/2026 11:07:18,249847,7,questionnaire-524p,,52611679,BLINDED,15114370,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
10,1770808038921,11/02/2026 11:07:18,1770808038921,0,11/02/2026 11:07:18,249847,7,questionnaire-524p,,52611679,BLINDED,15114370,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
11,1770808038922,11/02/2026 11:07:18,1770808038922,0,11/02/2026 11:07:18,249847,7,questionnaire-524p,,52611679,BLINDED,15114370,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,20
12,1770808038922,11/02/2026 11:07:18,1770808038922,0,11/02/2026 11:07:18,249847,7,questionnaire-524p,,52611679,BLINDED,15114370,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,20
13,1770808038922,11/02/2026 11:07:18,1770808038922,0,11/02/2026 11:07:18,249847,7,questionnaire-524p,,52611679,BLINDED,15114370,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x645,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,11302,,,,,,
1,1770808583895,11/02/2026 11:16:23,1770808583895,0,11/02/2026 11:16:23,249847,7,questionnaire-524p,,52612046,BLINDED,15114536,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770808597183,11/02/2026 11:16:37,1770808597183,0,11/02/2026 11:16:37,249847,7,questionnaire-524p,,52612046,BLINDED,15114536,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,21,,,,Age,1,object-2,No,21
9,1770808597183,11/02/2026 11:16:37,1770808597183,0,11/02/2026 11:16:37,249847,7,questionnaire-524p,,52612046,BLINDED,15114536,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
10,1770808597183,11/02/2026 11:16:37,1770808597183,0,11/02/2026 11:16:37,249847,7,questionnaire-524p,,52612046,BLINDED,15114536,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
11,1770808597183,11/02/2026 11:16:37,1770808597183,0,11/02/2026 11:16:37,249847,7,questionnaire-524p,,52612046,BLINDED,15114536,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,21
